proposal_id	identity_key	canonical_card_name	canonical_card_id	exact_excerpt	relationship_class	certified_identity_claim_ids	why_voice_belongs	relationship_bridge	false_positive_analysis	adjacent_identity_confusion_risk	agent_recommendation	source	limitations
packet1_voice_ug_8049dbff_6b57_454a_a2e6_7e2ae39bb606_1	UG	Assault Zeppelid	8049dbff-6b57-454a-a2e6-7e2ae39bb606	"Show them to Razia and then to the Azorius sky marshals. We could create a fine bidding war—enough to fund the final...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Quandrix and generic Blue-Green also join nature and intellect; the explicit Simic biological-improvement context supplies the bridge.	Quandrix and generic Blue-Green also join nature and intellect; the explicit Simic biological-improvement context supplies the bridge.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=8049dbff-6b57-454a-a2e6-7e2ae39bb606	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ug_9110339d_72ba_4132_801f_cd2fd738b71d_2	UG	Augmenter Pugilist // Echoing Equation	9110339d-72ba-4132-801f-cd2fd738b71d	"Hold still. I have a theory about what's going to happen to your face."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Quandrix and generic Blue-Green also join nature and intellect; the explicit Simic biological-improvement context supplies the bridge.	Quandrix and generic Blue-Green also join nature and intellect; the explicit Simic biological-improvement context supplies the bridge.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=9110339d-72ba-4132-801f-cd2fd738b71d	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ur_2b08e5f7_c771_4e03_8560_15de6a8bec71_2	UR	Cloven Casting	2b08e5f7-c771-4e03-8560-15de6a8bec71	"Let us flee to the deep jungle. Our city is no longer safe—and I suspect neither is the fallback retreat."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari and Quandrix also experiment; Izzet requires invention, technical outcomes, or infrastructure rather than art or proof as the purpose.	Prismari and Quandrix also experiment; Izzet requires invention, technical outcomes, or infrastructure rather than art or proof as the purpose.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=2b08e5f7-c771-4e03-8560-15de6a8bec71	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ur_8b96c334_82c7_4511_805e_f04c27514d7c_3	UR	Desperate Ravings	8b96c334-82c7-4511-805e-f04c27514d7c	Her mind was quite gone, yet she spoke nothing but truth.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari and Quandrix also experiment; Izzet requires invention, technical outcomes, or infrastructure rather than art or proof as the purpose.	Prismari and Quandrix also experiment; Izzet requires invention, technical outcomes, or infrastructure rather than art or proof as the purpose.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=8b96c334-82c7-4511-805e-f04c27514d7c	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ur_fa09e18c_e7cf_4f08_9cc4_324e36594063_1	UR	Beamsplitter Mage	fa09e18c-e7cf-4f08-9cc4-324e36594063	The Izzet love replicating results.	EXPLICIT_IDENTITY_REFERENCE	claim_izzet_league_0001 | claim_izzet_league_0003 | claim_izzet_league_0004 | claim_izzet_league_0006	Beamsplitter Mage's exact excerpt provides a bounded voice echo of the Izzet named directly through delight in replicating experimental results.	The excerpt is admissible for owner review only because its language corresponds to certified claims claim_izzet_league_0001, claim_izzet_league_0003, claim_izzet_league_0004, claim_izzet_league_0006; the relationship does not arise from card color, product membership, tags, or mechanics.	Prismari and Quandrix also experiment; Izzet requires invention, technical outcomes, or infrastructure rather than art or proof as the purpose.	Prismari and Quandrix also experiment; Izzet requires invention, technical outcomes, or infrastructure rather than art or proof as the purpose.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=fa09e18c-e7cf-4f08-9cc4-324e36594063	Exact card text is verified, but public use remains owner-gated. Prismari and Quandrix also experiment; Izzet requires invention, technical outcomes, or infrastructure rather than art or proof as the purpose.
packet1_voice_w_48e6d3d8_2f27_4017_acdd_40bce8cdbc02_1	W	Giada, Font of Hope	48e6d3d8-2f27-4017-acdd-40bce8cdbc02	Now she is New Capenna's greatest hope.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=48e6d3d8-2f27-4017-acdd-40bce8cdbc02	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_w_ae61b2ef_2e60_499a_8708_e37b9bd5620e_replacement	W	Aligned Heart	ae61b2ef-2e60-499a-8708-e37b9bd5620e	When hearts and minds align, so too do actions.	CERTIFIED_SEMANTIC_ECHO	white_claim_0002 | white_claim_0004 | white_claim_0006	Aligned Heart's exact excerpt provides a bounded voice echo of hearts and minds coordinating into shared action.	The excerpt is admissible for owner review only because its language corresponds to certified claims white_claim_0002, white_claim_0004, white_claim_0006; the relationship does not arise from card color, product membership, tags, or mechanics.	Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=ae61b2ef-2e60-499a-8708-e37b9bd5620e	Exact card text is verified, but public use remains owner-gated. Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.
packet1_voice_w_b4c27c89_fa50_4cf0_bf37_039732d16fef_3	W	Toby, Beastie Befriender	b4c27c89-fa50-4cf0-bf37-039732d16fef	"Sure, I'm pretty small, but Gribble isn't, so I don't get scared."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=b4c27c89-fa50-4cf0-bf37-039732d16fef	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_w_d12cfd46_73c2_4206_9a10_0d2e7d6ac87e_2	W	Balan, Wandering Knight	d12cfd46-73c2-4206-9a10-0d2e7d6ac87e	"What weapon will you bear against one who's mastered them all?"	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=d12cfd46-73c2-4206-9a10-0d2e7d6ac87e	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_wb_05501e88_d4c3_4474_92a9_c02ab15b107b_1	WB	Afterlife Insurance	05501e88-d4c3-4474-92a9-c02ab15b107b	As far as the Orzhov Syndicate is concerned, it is the height of irresponsibility not to have a plan for your own ghost.	EXPLICIT_IDENTITY_REFERENCE	orzhov_syndicate_claim_001 | orzhov_syndicate_claim_002 | orzhov_syndicate_claim_007 | orzhov_syndicate_claim_0018	Afterlife Insurance's exact excerpt provides a bounded voice echo of the Orzhov named directly through a businesslike obligation extending beyond death.	The excerpt is admissible for owner review only because its language corresponds to certified claims orzhov_syndicate_claim_001, orzhov_syndicate_claim_002, orzhov_syndicate_claim_007, orzhov_syndicate_claim_0018; the relationship does not arise from card color, product membership, tags, or mechanics.	White/Black, Golgari, and Witherbloom also use death; the insurance/debt/business frame makes the Orzhov relationship specific.	White/Black, Golgari, and Witherbloom also use death; the insurance/debt/business frame makes the Orzhov relationship specific.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=05501e88-d4c3-4474-92a9-c02ab15b107b	Exact card text is verified, but public use remains owner-gated. White/Black, Golgari, and Witherbloom also use death; the insurance/debt/business frame makes the Orzhov relationship specific.
packet1_voice_wb_6130f22d_7901_4f9f_b777_27bb0dacc063_3	WB	Debt to the Deathless	6130f22d-7901-4f9f-b777-27bb0dacc063	Some of Orzhov's cruelest collectors remember their debtors by taste alone.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White/Black, Golgari, and Witherbloom also use death; the insurance/debt/business frame makes the Orzhov relationship specific.	White/Black, Golgari, and Witherbloom also use death; the insurance/debt/business frame makes the Orzhov relationship specific.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=6130f22d-7901-4f9f-b777-27bb0dacc063	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_wb_dd69ef80_d30c_4b15_aec8_4154dc20cb25_2	WB	Covetous Elegy	dd69ef80-d30c-4b15-aec8-4154dc20cb25	Wealthier than ever thanks to exorbitant interest on wartime loans, the Orzhov only grew hungrier for more.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White/Black, Golgari, and Witherbloom also use death; the insurance/debt/business frame makes the Orzhov relationship specific.	White/Black, Golgari, and Witherbloom also use death; the insurance/debt/business frame makes the Orzhov relationship specific.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=dd69ef80-d30c-4b15-aec8-4154dc20cb25	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_wg_9aab386c_d48c_4611_b757_aa69b26cc1b1_1	WG	Camaraderie	9aab386c-d48c-4611-b757-aa69b26cc1b1	"Within the song of Mat'Selesnya, one becomes all." —Heruj, Selesnya hierophant	EXPLICIT_IDENTITY_REFERENCE	selesnya_conclave_claim_001 | selesnya_conclave_claim_002 | selesnya_conclave_claim_007	Camaraderie's exact excerpt provides a bounded voice echo of Mat'Selesnya named directly through the individual becoming part of a communal voice.	The excerpt is admissible for owner review only because its language corresponds to certified claims selesnya_conclave_claim_001, selesnya_conclave_claim_002, selesnya_conclave_claim_007; the relationship does not arise from card color, product membership, tags, or mechanics.	White, Green, Bant, and Ink also value community; the explicit Worldsoul/conclave unity frame is the Selesnya bridge.	White, Green, Bant, and Ink also value community; the explicit Worldsoul/conclave unity frame is the Selesnya bridge.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=9aab386c-d48c-4611-b757-aa69b26cc1b1	Exact card text is verified, but public use remains owner-gated. White, Green, Bant, and Ink also value community; the explicit Worldsoul/conclave unity frame is the Selesnya bridge.
packet1_voice_wg_e94ef397_f5c5_4b8d_ae27_528352fa1d1e_3	WG	Trostani, Selesnya's Voice	e94ef397-f5c5-4b8d-ae27-528352fa1d1e	There are no soloists in the chorus of Selesnya.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White, Green, Bant, and Ink also value community; the explicit Worldsoul/conclave unity frame is the Selesnya bridge.	White, Green, Bant, and Ink also value community; the explicit Worldsoul/conclave unity frame is the Selesnya bridge.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=e94ef397-f5c5-4b8d-ae27-528352fa1d1e	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_wg_eb62aa4b_c11b_4195_ae85_cff8f78ce17b_2	WG	Advent of the Wurm	eb62aa4b-c11b-4195-ae85-cff8f78ce17b	The consciousness of Mat'Selesnya does not always spread in peaceful ways.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White, Green, Bant, and Ink also value community; the explicit Worldsoul/conclave unity frame is the Selesnya bridge.	White, Green, Bant, and Ink also value community; the explicit Worldsoul/conclave unity frame is the Selesnya bridge.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=eb62aa4b-c11b-4195-ae85-cff8f78ce17b	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_witch_668a6a9d_80fc_437b_99b8_6807e92eabca_2	WITCH	Agent of Horizons	668a6a9d-80fc-437b-99b8-6807e92eabca	The light in the woods just before dawn reveals a glimmering network of branches, roots, and spiderwebs. The acolytes...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.	Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=668a6a9d-80fc-437b-99b8-6807e92eabca	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_witch_68cc5065_0514_4adf_885f_da554e1db00a_1	WITCH	Abyssal Harvester	68cc5065-0514-4adf-885f-da554e1db00a	"Till the soil, spare no soul. / Neath the darkness, nightmares grow." —Children's nursery rhyme	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.	Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=68cc5065-0514-4adf-885f-da554e1db00a	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_witch_ac10d218_f9a6_4058_9cda_a15ca1b0b7b5_3	WITCH	Assassin's Trophy	ac10d218-f9a6-4058-9cda-a15ca1b0b7b5	"Not just any floriculturist can grow this caliber of nightbloom. We're looking for a rooftop hothouse with quite par...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.	Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=ac10d218-f9a6-4058-9cda-a15ca1b0b7b5	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_witch_af42079b_a3c0_448c_9bb2_b915252e87a9_replacement	WITCH	Animation Module	af42079b-a3c0-448c-9bb2-b915252e87a9	Design leads to progress.	CERTIFIED_SEMANTIC_ECHO	witch_claim_0005	Animation Module's exact excerpt provides a bounded voice echo of design producing progress through a modular object associated with counters and repeated accumulation.	The excerpt is admissible for owner review only because its language corresponds to certified claims witch_claim_0005; the relationship does not arise from card color, product membership, tags, or mechanics.	Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.	Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=af42079b-a3c0-448c-9bb2-b915252e87a9	Exact card text is verified, but public use remains owner-gated. Yore, Esper, Simic, and Blue can also connect design to progress. This echo is limited to Witch's systematic-accumulation branch and cannot establish the four-color identity alone.
packet1_voice_witherbloom_30f3c3be_0fe9_463d_a245_e44701aec7f2_3	WITHERBLOOM	Blossoming Bogbeast	30f3c3be-0fe9-463d-a245-e44701aec7f2	As subtle as a bogbeast —Witherbloom expression meaning "crude and clumsy"	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.	Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=30f3c3be-0fe9-463d-a245-e44701aec7f2	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_witherbloom_53e86135_3b24_4618_bcc0_af4d81e672dd_replacement	WITHERBLOOM	Death Begets Life	53e86135-3b24-4618-bcc0-af4d81e672dd	"You need not mourn. Their life essence has returned to the earth, where it will eventually bloom into a new form." —...	CERTIFIED_SEMANTIC_ECHO	witherbloom_claim_0019 | witherbloom_claim_0020 | witherbloom_claim_0023	Death Begets Life's exact excerpt provides a bounded voice echo of life essence returning to the earth and blooming into another form.	The excerpt is admissible for owner review only because its language corresponds to certified claims witherbloom_claim_0019, witherbloom_claim_0020, witherbloom_claim_0023; the relationship does not arise from card color, product membership, tags, or mechanics.	Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.	Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=53e86135-3b24-4618-bcc0-af4d81e672dd	Exact card text is verified, but public use remains owner-gated. Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.
packet1_voice_witherbloom_607425ac_9e90_4c9e_88bf_72f8a76cce97_2	WITHERBLOOM	Big Play	607425ac-9e90-4c9e-88bf-72f8a76cce97	"Quandrix is running out of time. If they're going to capture the Witherbloom mascot, they need something big here."...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.	Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=607425ac-9e90-4c9e-88bf-72f8a76cce97	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_witherbloom_c1bdd361_c7f2_4aa2_8d07_b582775551ff_1	WITHERBLOOM	Blech, Loafing Pest	c1bdd361-c7f2-4aa2-8d07-b582775551ff	Despite Blex's passing, Witherbloom students still continued the tradition of a yearly search in his honor. His son,...	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.	Golgari and Green also frame death as renewal. Witherbloom requires embodied life/death exchange and practical essence craft; the excerpt alone does not establish the college.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=c1bdd361-c7f2-4aa2-8d07-b582775551ff	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_wr_30b20932_0d9a_447f_b934_1daa8c44a678_2	WR	Boros Strike-Captain	30b20932-0d9a-447f-b934-1daa8c44a678	"Keep up with me, comrades, or I cannot guarantee you a fair share of the fracas."	EXPLICIT_IDENTITY_REFERENCE	boros_legion_claim_001 | boros_legion_claim_004 | boros_legion_claim_007 | boros_legion_claim_012	Boros Strike-Captain's exact excerpt provides a bounded voice echo of a Boros commander explicitly addressing comrades through coordinated front-line action.	The excerpt is admissible for owner review only because its language corresponds to certified claims boros_legion_claim_001, boros_legion_claim_004, boros_legion_claim_007, boros_legion_claim_012; the relationship does not arise from card color, product membership, tags, or mechanics.	Mardu and mono-Red also coordinate attacks; Boros requires public duty, teamwork, and accountable martial action.	Mardu and mono-Red also coordinate attacks; Boros requires public duty, teamwork, and accountable martial action.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=30b20932-0d9a-447f-b934-1daa8c44a678	Exact card text is verified, but public use remains owner-gated. Mardu and mono-Red also coordinate attacks; Boros requires public duty, teamwork, and accountable martial action.
packet1_voice_wr_92e2f982_f8b9_4c3b_ab50_14c025370e5c_3	WR	Blaze Commando	92e2f982-f8b9-4c3b-ab50-14c025370e5c	A true Boros commando only calls for reinforcements so they can clean up the mess.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Mardu and mono-Red also coordinate attacks; Boros requires public duty, teamwork, and accountable martial action.	Mardu and mono-Red also coordinate attacks; Boros requires public duty, teamwork, and accountable martial action.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=92e2f982-f8b9-4c3b-ab50-14c025370e5c	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_wr_cf5bf1ef_e40b_4fb5_8148_d4ca7a307501_1	WR	Boros Battleshaper	cf5bf1ef-e40b-4fb5-8148-d4ca7a307501	Leaders shape the minds of their allies. It takes a master to shape the minds of enemies.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Mardu and mono-Red also coordinate attacks; Boros requires public duty, teamwork, and accountable martial action.	Mardu and mono-Red also coordinate attacks; Boros requires public duty, teamwork, and accountable martial action.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=cf5bf1ef-e40b-4fb5-8148-d4ca7a307501	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_wu_12971527_aa8e_4517_9b00_71474caebfd0_1	WU	Azorius Aethermage	12971527-aa8e-4517-9b00-71474caebfd0	In her single metasphere are bound the records of every Ætheric transaction since the time of Azor.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White, Blue, and Esper also use systems and records; the explicit civic/legal institution makes this Azorius.	White, Blue, and Esper also use systems and records; the explicit civic/legal institution makes this Azorius.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=12971527-aa8e-4517-9b00-71474caebfd0	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_wu_27e04c41_f42c_4d60_8a71_ec2d7c326f64_2	WU	Azorius Cluestone	27e04c41-f42c-4d60-8a71-ec2d7c326f64	Its three sides represent the Sova, judges and arbitrators; the Jelenn, scribes and elocutors; and the Lyev, lawmages...	EXPLICIT_IDENTITY_REFERENCE	azorius_senate_claim_001 | azorius_senate_claim_002 | azorius_senate_claim_003 | azorius_senate_claim_007	Azorius Cluestone's exact excerpt provides a bounded voice echo of Azorius named directly through its judges, scribes, and lawmages.	The excerpt is admissible for owner review only because its language corresponds to certified claims azorius_senate_claim_001, azorius_senate_claim_002, azorius_senate_claim_003, azorius_senate_claim_007; the relationship does not arise from card color, product membership, tags, or mechanics.	White, Blue, and Esper also use systems and records; the explicit civic/legal institution makes this Azorius.	White, Blue, and Esper also use systems and records; the explicit civic/legal institution makes this Azorius.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=27e04c41-f42c-4d60-8a71-ec2d7c326f64	Exact card text is verified, but public use remains owner-gated. White, Blue, and Esper also use systems and records; the explicit civic/legal institution makes this Azorius.
