claim_id	identity_number	identity_key	identity_name	statement_type	classification	claim_text	controlling_locators	official_support_ids	rationale	disposition
VM554-30-04	30	JESKAI	Jeskai Way	PUSHES_BACK	UPSTREAM-DIRECT	It rejects Green acceptance; internally it must keep discipline from becoming empty delay that never serves the moment.	data/factions.json#/factions/JESKAI/affinity/repelled_by; data/factions.json#/factions/JESKAI/core_tension; docs/architecture/colors/jeskai/identity.md#inhibitors-or-false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-30-05	30	JESKAI	Jeskai Way	REJECTS	UPSTREAM-DIRECT	Prowess, spells, monks, control, martial aesthetics, or same-color goodstuff is not Jeskai without Blue-led trained action and restraint.	data/factions.json#/factions/JESKAI/affinity/not_to_be_confused_with; docs/architecture/colors/jeskai/identity.md#false-positive-risks	OFF-COLOR-INDEX; OFF-THREE-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-31-01	31	YORE	Yore / Artifice	CENTER	UPSTREAM-DIRECT	Yore / Artifice (WUBR, no Green) - agency through constructed intervention.	data/factions.json#/factions/YORE/philosophy; docs/architecture/colors/yore/identity.md#identity-overview-or-core-drive; docs/architecture/colors/yore/metaphysics.md#metaphysical-thesis	OFF-CMD2016-FOUR-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-31-02	31	YORE	Yore / Artifice	RESONATES	UPSTREAM-DIRECT	The person rebuilds systems, bodies, archives, contracts, or machines rather than accepting inherited limits as destiny.	data/factions.json#/factions/YORE/affinity/drawn_to; docs/architecture/colors/yore/identity.md#operator-translation-signals	OFF-CMD2016-FOUR-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-31-03	31	YORE	Yore / Artifice	CONNECTS	SUPPORTED-SYNTHESIS	Yore is near Esper's design, Grixis's refusal to be erased, Izzet's invention, and Orzhov's durable structure, but adds all four into engineered continuity.	data/factions.json#/factions/YORE/affinity/not_to_be_confused_with; data/factions.json#/factions/YORE/raw_enrichment/views_on_other_factions; docs/architecture/colors/yore/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-CMD2016-FOUR-COLOR	The comparison conservatively converts explicit upstream near-match boundaries into relationship language and is consistent with the official Commander 2016 four-color faction frame. Nearness remains shaping guidance, not identity proof.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-31-04	31	YORE	Yore / Artifice	PUSHES_BACK	UPSTREAM-DIRECT	Green asks Yore to respect cycles, organic belonging, and limits that may contain wisdom; Yore replies that nature is not the final blueprint.	data/factions.json#/factions/YORE/affinity/repelled_by; data/factions.json#/factions/YORE/core_tension; docs/architecture/colors/yore/identity.md#inhibitors-or-false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-31-05	31	YORE	Yore / Artifice	REJECTS	UPSTREAM-DIRECT	Generic artifacts, recursion, optimization, or four-color breadth is not Yore without a deliberate missing-Green commitment to constructed agency over natural acceptance.	data/factions.json#/factions/YORE/affinity/not_to_be_confused_with; docs/architecture/colors/yore/identity.md#false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-32-01	32	GLINT	Glint / Chaos	CENTER	UPSTREAM-DIRECT	Glint / Chaos (UBRG, no White) - adaptive power without civic restraint.	data/factions.json#/factions/GLINT/philosophy; docs/architecture/colors/glint/identity.md#identity-overview-or-core-drive; docs/architecture/colors/glint/metaphysics.md#metaphysical-thesis	OFF-CMD2016-FOUR-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-32-02	32	GLINT	Glint / Chaos	RESONATES	UPSTREAM-DIRECT	The person learns, feeds, improvises, escalates, and stays alive in the storm without asking public order to authorize the outcome.	data/factions.json#/factions/GLINT/affinity/drawn_to; docs/architecture/colors/glint/identity.md#operator-translation-signals	OFF-CMD2016-FOUR-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-32-03	32	GLINT	Glint / Chaos	CONNECTS	SUPPORTED-SYNTHESIS	Glint touches Grixis leverage, Jund appetite, Temur vitality, and Sultai adaptation, but refuses to let any White-style common order stabilize them.	data/factions.json#/factions/GLINT/affinity/not_to_be_confused_with; data/factions.json#/factions/GLINT/raw_enrichment/views_on_other_factions; docs/architecture/colors/glint/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-CMD2016-FOUR-COLOR	The comparison conservatively converts explicit upstream near-match boundaries into relationship language and is consistent with the official Commander 2016 four-color faction frame. Nearness remains shaping guidance, not identity proof.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-32-04	32	GLINT	Glint / Chaos	PUSHES_BACK	UPSTREAM-DIRECT	White asks who protects the public from appetite and power; Glint asks whether civic safety has become a cage around honest possibility.	data/factions.json#/factions/GLINT/affinity/repelled_by; data/factions.json#/factions/GLINT/core_tension; docs/architecture/colors/glint/identity.md#inhibitors-or-false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-32-05	32	GLINT	Glint / Chaos	REJECTS	UPSTREAM-DIRECT	Chaos, cascade, value, or four-color goodstuff is not Glint without a deliberate missing-White rejection of peace-through-law, duty, and civic restraint.	data/factions.json#/factions/GLINT/affinity/not_to_be_confused_with; docs/architecture/colors/glint/identity.md#false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-33-01	33	DUNE	Dune / Aggression	CENTER	UPSTREAM-DIRECT	Dune / Aggression (BRGW, no Blue) - embodied presence claiming ground.	data/factions.json#/factions/DUNE/philosophy; docs/architecture/colors/dune/identity.md#identity-overview-or-core-drive; docs/architecture/colors/dune/metaphysics.md#metaphysical-thesis	OFF-CMD2016-FOUR-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-33-02	33	DUNE	Dune / Aggression	RESONATES	UPSTREAM-DIRECT	The person trusts bodies already moving, territorial solidarity, formation, multiplication, and pressure applied before contemplation cools the opening.	data/factions.json#/factions/DUNE/affinity/drawn_to; docs/architecture/colors/dune/identity.md#operator-translation-signals	OFF-CMD2016-FOUR-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-33-03	33	DUNE	Dune / Aggression	CONNECTS	SUPPORTED-SYNTHESIS	Dune touches Mardu's charge, Naya's bodies, Abzan's line, and Jund's appetite, but removes Blue's detached analysis from the common front.	data/factions.json#/factions/DUNE/affinity/not_to_be_confused_with; data/factions.json#/factions/DUNE/raw_enrichment/views_on_other_factions; docs/architecture/colors/dune/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-CMD2016-FOUR-COLOR	The comparison conservatively converts explicit upstream near-match boundaries into relationship language and is consistent with the official Commander 2016 four-color faction frame. Nearness remains shaping guidance, not identity proof.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-33-04	33	DUNE	Dune / Aggression	PUSHES_BACK	UPSTREAM-DIRECT	Blue asks for distance, models, and scenario mapping; Dune answers that presence and coordinated motion can themselves establish truth.	data/factions.json#/factions/DUNE/affinity/repelled_by; data/factions.json#/factions/DUNE/core_tension; docs/architecture/colors/dune/identity.md#inhibitors-or-false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-33-05	33	DUNE	Dune / Aggression	REJECTS	UPSTREAM-DIRECT	Tokens, combat, go-wide pressure, or four-color goodstuff is not Dune without a deliberate missing-Blue commitment to embodied action over detached contemplation.	data/factions.json#/factions/DUNE/affinity/not_to_be_confused_with; docs/architecture/colors/dune/identity.md#false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-34-01	34	INK	Ink / Altruism	CENTER	UPSTREAM-DIRECT	Ink / Altruism (RGWU, no Black) - abundance circulating through a defended commons.	data/factions.json#/factions/INK/philosophy; docs/architecture/colors/ink/identity.md#identity-overview-or-core-drive; docs/architecture/colors/ink/metaphysics.md#metaphysical-thesis	OFF-CMD2016-FOUR-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-34-02	34	INK	Ink / Altruism	RESONATES	UPSTREAM-DIRECT	The person wants resources, care, knowledge, memory, and prosperity to move through a community with consent and protection from capture.	data/factions.json#/factions/INK/affinity/drawn_to; docs/architecture/colors/ink/identity.md#operator-translation-signals	OFF-CMD2016-FOUR-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-34-03	34	INK	Ink / Altruism	CONNECTS	SUPPORTED-SYNTHESIS	Ink touches Selesnya belonging, Bant public trust, Naya abundance, and Blue open knowledge, but refuses Black-style private leverage as the center.	data/factions.json#/factions/INK/affinity/not_to_be_confused_with; data/factions.json#/factions/INK/raw_enrichment/views_on_other_factions; docs/architecture/colors/ink/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-CMD2016-FOUR-COLOR	The comparison conservatively converts explicit upstream near-match boundaries into relationship language and is consistent with the official Commander 2016 four-color faction frame. Nearness remains shaping guidance, not identity proof.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-34-04	34	INK	Ink / Altruism	PUSHES_BACK	UPSTREAM-DIRECT	Black asks whether the individual may keep enough power to remain free; Ink asks when private accumulation breaks the living circuit of the commons.	data/factions.json#/factions/INK/affinity/repelled_by; data/factions.json#/factions/INK/core_tension; docs/architecture/colors/ink/identity.md#inhibitors-or-false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-34-05	34	INK	Ink / Altruism	REJECTS	UPSTREAM-DIRECT	Group hug, friendliness, generosity, politics, or four-color goodstuff is not Ink without a deliberate missing-Black resistance to hoarding and self-first leverage.	data/factions.json#/factions/INK/affinity/not_to_be_confused_with; docs/architecture/colors/ink/identity.md#false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-35-01	35	WITCH	Witch / Growth	CENTER	UPSTREAM-DIRECT	Witch / Growth (GWUB, no Red) - inevitability through patient cultivation.	data/factions.json#/factions/WITCH/philosophy; docs/architecture/colors/witch/identity.md#identity-overview-or-core-drive; docs/architecture/colors/witch/metaphysics.md#metaphysical-thesis	OFF-CMD2016-FOUR-COLOR	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-35-02	35	WITCH	Witch / Growth	RESONATES	UPSTREAM-DIRECT	The person protects small investments, compounds knowledge and resources, and trusts disciplined systems to become overwhelming over time.	data/factions.json#/factions/WITCH/affinity/drawn_to; docs/architecture/colors/witch/identity.md#operator-translation-signals	OFF-CMD2016-FOUR-COLOR	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-35-03	35	WITCH	Witch / Growth	CONNECTS	SUPPORTED-SYNTHESIS	Witch touches Abzan endurance, Esper planning, Bant structure, and Sultai ambition, but removes Red impulse from the engine.	data/factions.json#/factions/WITCH/affinity/not_to_be_confused_with; data/factions.json#/factions/WITCH/raw_enrichment/views_on_other_factions; docs/architecture/colors/witch/identity.md#false-positive-risks-and-neighbor-boundaries	OFF-CMD2016-FOUR-COLOR	The comparison conservatively converts explicit upstream near-match boundaries into relationship language and is consistent with the official Commander 2016 four-color faction frame. Nearness remains shaping guidance, not identity proof.	PRESERVE_WITH_SYNTHESIS_LABEL
VM554-35-04	35	WITCH	Witch / Growth	PUSHES_BACK	UPSTREAM-DIRECT	Red asks whether the plan is still alive if it cannot answer the present moment; Witch asks why a momentary feeling should be allowed to burn the future.	data/factions.json#/factions/WITCH/affinity/repelled_by; data/factions.json#/factions/WITCH/core_tension; docs/architecture/colors/witch/identity.md#inhibitors-or-false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-35-05	35	WITCH	Witch / Growth	REJECTS	UPSTREAM-DIRECT	Counters, proliferate, control, value, or four-color goodstuff is not Witch without a deliberate missing-Red commitment to patient, calculated cultivation.	data/factions.json#/factions/WITCH/affinity/not_to_be_confused_with; docs/architecture/colors/witch/identity.md#false-positive-risks	OFF-CMD2016-FOUR-COLOR	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-36-01	36	COLORLESS	Colorless	CENTER	UPSTREAM-DIRECT	Colorless - deliberate outside-WUBRG constraint.	data/factions.json#/factions/COLORLESS/philosophy; docs/architecture/colors/colorless/identity.md#identity-overview-or-core-drive; docs/architecture/colors/colorless/metaphysics.md#metaphysical-thesis	OFF-COLORLESS	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-36-02	36	COLORLESS	Colorless	RESONATES	UPSTREAM-DIRECT	The person is drawn to strict non-color construction, precise mana distinctions, artifact machinery, Wastes austerity, alien scale, or an outside perspective kept in clearly separate branches.	data/factions.json#/factions/COLORLESS/affinity/drawn_to; docs/architecture/colors/colorless/identity.md#operator-translation-signals	OFF-COLORLESS	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-36-03	36	COLORLESS	Colorless	CONNECTS	PROJECT-SYNTHESIS	It can resemble Yore through machinery or Blue through detachment, but it is not another color philosophy and does not inherit those value commitments automatically.	docs/architecture/colors/colorless/identity.md#false-positive-risks	OFF-COLORLESS	The Yore-machinery and Blue-detachment resemblance is not an explicit controlling positive neighbor assertion and is not official colorless philosophy. The caveat that Colorless inherits neither philosophy keeps it useful as a project-only comparison.	PRESERVE_WITH_EXPLICIT_PROJECT_LABEL
VM554-36-04	36	COLORLESS	Colorless	PUSHES_BACK	UPSTREAM-DIRECT	Every color asks which value guides the answer; Colorless asks whether the answer must be expressed in that value grammar at all.	data/factions.json#/factions/COLORLESS/affinity/repelled_by; data/factions.json#/factions/COLORLESS/core_tension; docs/architecture/colors/colorless/identity.md#inhibitors-or-false-positive-risks	OFF-COLORLESS	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-36-05	36	COLORLESS	Colorless	REJECTS	UPSTREAM-DIRECT	Generic artifacts, generic mana, Eldrazi, Devoid, Phyrexia, or lack of colored pips do not prove Colorless; superiority over WUBRG is an explicit false fit.	data/factions.json#/factions/COLORLESS/affinity/not_to_be_confused_with; docs/architecture/colors/colorless/identity.md#false-positive-risks	OFF-COLORLESS	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-37-01	37	WUBRG	Five-Color / WUBRG	CENTER	UPSTREAM-DIRECT	Five-Color / WUBRG - every color given a meaningful voice.	data/factions.json#/factions/WUBRG/philosophy; data/raw-factions/wubrg/wubrg.profile.json; data/raw-factions/wubrg/wubrg.placement.json	NONE-WUBRG-PHILOSOPHY-NOT-OFFICIALLY-ESTABLISHED	The guide center statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-37-02	37	WUBRG	Five-Color / WUBRG	RESONATES	UPSTREAM-DIRECT	The person wants coalition, synthesis, broad tools, and real negotiation among structure, knowledge, agency, motion, and belonging.	data/factions.json#/factions/WUBRG/affinity/drawn_to; data/raw-factions/wubrg/wubrg.profile.json	NONE-WUBRG-PHILOSOPHY-NOT-OFFICIALLY-ESTABLISHED	The guide resonates statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-37-03	37	WUBRG	Five-Color / WUBRG	CONNECTS	PROJECT-SYNTHESIS	WUBRG brings all five color philosophies into one frame and omits none of them. That does not automatically make every guild, college, shard, wedge, four-color identity, or Colorless perspective present.	data/factions.json#/factions/WUBRG/affinity/not_to_be_confused_with; data/factions.json#/factions/WUBRG/raw_enrichment/views_on_other_factions; data/raw-factions/wubrg/wubrg.profile.json	NONE-WUBRG-PHILOSOPHY-NOT-OFFICIALLY-ESTABLISHED	Corrected wording preserves the upstream project synthesis of five-color integration while explicitly rejecting automatic containment of every setting identity or Colorless.	PRESERVE_WITH_PROJECT_SYNTHESIS_LABEL
VM554-37-04	37	WUBRG	Five-Color / WUBRG	PUSHES_BACK	UPSTREAM-DIRECT	Each color must accept limits imposed by the other four: order must listen, knowledge must act, agency must coexist, freedom must take responsibility, and belonging must permit change.	data/factions.json#/factions/WUBRG/affinity/repelled_by; data/factions.json#/factions/WUBRG/core_tension; data/raw-factions/wubrg/wubrg.placement.json	NONE-WUBRG-PHILOSOPHY-NOT-OFFICIALLY-ESTABLISHED	The guide pushes_back statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
VM554-37-05	37	WUBRG	Five-Color / WUBRG	REJECTS	UPSTREAM-DIRECT	Generic goodstuff, access for its own sake, accumulation, superiority, or a deck where one color is decorative rather than meaningful is not the Five-Color synthesis.	data/factions.json#/factions/WUBRG/affinity/not_to_be_confused_with; data/raw-factions/wubrg/wubrg.placement.json	NONE-WUBRG-PHILOSOPHY-NOT-OFFICIALLY-ESTABLISHED	The guide rejects statement is a bounded paraphrase of the controlling Vox Mana philosophy, affinity, tension, or false-positive fields. Official review found no direct contradiction; project-synthesis caveats in upstream remain controlling.	PRESERVE
