record_type	current_question_id	current_answer_id	audit_answer_id	stage	current_wording	current_answer_title	current_answer_copy	current_scoring_effects	audit_question_disposition	audit_answer_disposition	abstraction_burden	double_barrel_status	mood_roleplay_dependence	desirability_bias	attempted_constructs	salvageable_observation	proposed_disposition	evidence_boundary
current_answer_effect	hall_WUBRG_full_spectrum	MISSING	hall_WUBRG_full_spectrum#answer-1	hall	When every color is available, what keeps the plan from becoming everything at once?	Every color has a job	White sets the structure, Blue clarifies the pattern, Black protects agency, Red moves, and Green keeps the whole thing alive.	strong=WUBRG;positive=WUBRG;suppressed=COLORLESS,YORE,GLINT,DUNE,INK,WITCH	RETUNE	NEEDS-EVIDENCE	MEDIUM	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate WUBRG; authored signals: all five colors present with roles | generic goodstuff false positive | outside-WUBRG restriction over fullness | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: all five colors present with roles. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WUBRG_full_spectrum	MISSING	hall_WUBRG_full_spectrum#answer-2	hall	When every color is available, what keeps the plan from becoming everything at once?	The strongest pile wins	The point is access to the best cards, with identity and tradeoffs treated as secondary.	strong=;positive=;suppressed=WUBRG	RETUNE	NEEDS-EVIDENCE	MEDIUM	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate WUBRG; authored signals: all five colors present with roles | generic goodstuff false positive | outside-WUBRG restriction over fullness | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: generic goodstuff false positive. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WUBRG_full_spectrum	MISSING	hall_WUBRG_full_spectrum#answer-3	hall	When every color is available, what keeps the plan from becoming everything at once?	Stay outside the wheel	The appeal is still the absence of color, not the chance to include every color.	strong=COLORLESS;positive=COLORLESS;suppressed=WUBRG	RETUNE	NEEDS-EVIDENCE	MEDIUM	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate WUBRG; authored signals: all five colors present with roles | generic goodstuff false positive | outside-WUBRG restriction over fullness | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: outside-WUBRG restriction over fullness. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_COLORLESS_WUBRG	MISSING	crucible_COLORLESS_WUBRG#answer-1	crucible	When the color wheel is in view, is the answer strongest because it steps outside color, or because every color has a negotiated role?	Step outside color	The chosen restriction is the point: absence, exact colorless boundaries, and no need to translate the experience into WUBRG.	strong=COLORLESS;positive=COLORLESS;suppressed=WUBRG	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: chosen outside-WUBRG restriction | all five colors present and negotiated | ["social-behavior"]	Concept only: chosen outside-WUBRG restriction. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_COLORLESS_WUBRG	MISSING	crucible_COLORLESS_WUBRG#answer-2	crucible	When the color wheel is in view, is the answer strongest because it steps outside color, or because every color has a negotiated role?	Bring all five in	Every color belongs at the table, with each role negotiated instead of collapsed into generic access.	strong=WUBRG;positive=WUBRG;suppressed=COLORLESS	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: chosen outside-WUBRG restriction | all five colors present and negotiated | ["social-behavior"]	Concept only: all five colors present and negotiated. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_W_WU	MISSING	crucible_W_WU#answer-1	crucible	Does dependable protection begin with a shelter people can trust, or a process nobody can bend?	Shelter first	The structure matters because it keeps people safe.	strong=W;positive=W;suppressed=WU	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: shelter before procedure | procedure before shelter | ["social-behavior"]	Concept only: shelter before procedure. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_W_WU	MISSING	crucible_W_WU#answer-2	crucible	Does dependable protection begin with a shelter people can trust, or a process nobody can bend?	Process first	Protection lasts when the rule survives every exception.	strong=WU;positive=WU;suppressed=W	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: shelter before procedure | procedure before shelter | ["social-behavior"]	Concept only: procedure before shelter. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_W_WR	MISSING	crucible_W_WR#answer-1	crucible	When people are unsafe, is the first duty to build the standard or step in right now?	Build the standard	Protection has to become reliable, not only brave.	strong=W;positive=W;suppressed=WR	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: reliable protection | immediate duty | ["social-behavior"]	Concept only: reliable protection. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_W_WR	MISSING	crucible_W_WR#answer-2	crucible	When people are unsafe, is the first duty to build the standard or step in right now?	Step in right now	Protection that waits for structure can arrive too late.	strong=WR;positive=WR;suppressed=W	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: reliable protection | immediate duty | ["social-behavior"]	Concept only: immediate duty. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_W_WG	MISSING	crucible_W_WG#answer-1	crucible	Does safety begin with shared standards, or with a community that already knows how to hold each other?	Shared standards	The structure protects even before trust matures.	strong=W;positive=W;suppressed=WG	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: standards before belonging | belonging before standards | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: standards before belonging. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_W_WG	MISSING	crucible_W_WG#answer-2	crucible	Does safety begin with shared standards, or with a community that already knows how to hold each other?	Shared belonging	People protect what they already feel part of together.	strong=WG;positive=WG;suppressed=W	RETUNE	RETUNE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: standards before belonging | belonging before standards | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: belonging before standards. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_U_WU	MISSING	crucible_U_WU#answer-1	crucible	Does trust begin with understanding the system, or with a rule no one can bend?	Understand the system	The rule matters after the model is clear.	strong=U;positive=U;suppressed=WU	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: model before procedure | procedure before model | ["social-behavior"]	Concept only: model before procedure. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_U_WU	MISSING	crucible_U_WU#answer-2	crucible	Does trust begin with understanding the system, or with a rule no one can bend?	Bind the rule	Understanding matters when it becomes fair process.	strong=WU;positive=WU;suppressed=U	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: model before procedure | procedure before model | ["social-behavior"]	Concept only: procedure before model. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_U_UB	MISSING	crucible_U_UB#answer-1	crucible	Does information matter because it improves the future, or because no one knows you have it?	Improve the future	Knowledge expands what can be done next.	strong=U;positive=U;suppressed=UB	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: knowledge as possibility | knowledge as secrecy | ["philosophical-preference"]	Concept only: knowledge as possibility. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_U_UB	MISSING	crucible_U_UB#answer-2	crucible	Does information matter because it improves the future, or because no one knows you have it?	Keep it unseen	Information is strongest when it becomes hidden leverage.	strong=UB;positive=UB;suppressed=U	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: knowledge as possibility | knowledge as secrecy | ["philosophical-preference"]	Concept only: knowledge as secrecy. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_U_UR	MISSING	crucible_U_UR#answer-1	crucible	When the idea is promising but unstable, do you wait for the model or fire the prototype?	Wait for the model	A better prediction prevents a wasted breakthrough.	strong=U;positive=U;suppressed=UR	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: predictive patience | experimental spark | ["social-behavior"]	Concept only: predictive patience. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_U_UR	MISSING	crucible_U_UR#answer-2	crucible	When the idea is promising but unstable, do you wait for the model or fire the prototype?	Fire the prototype	The experiment has to move before the answer appears.	strong=UR;positive=UR;suppressed=U	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: predictive patience | experimental spark | ["social-behavior"]	Concept only: experimental spark. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_U_UG	MISSING	crucible_U_UG#answer-1	crucible	Should the next change refine the model, or alter the living thing that must survive?	Refine the model	Improve the tool, plan, and knowledge before changing the body.	strong=U;positive=U;suppressed=UG	NEEDS-EVIDENCE	NEEDS-EVIDENCE	LOW	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: engineered possibility | living adaptation | ["philosophical-preference"]	Concept only: engineered possibility. No current scoring effect is retained.	evidence needed	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_U_UG	MISSING	crucible_U_UG#answer-2	crucible	Should the next change refine the model, or alter the living thing that must survive?	Alter the organism	The living form must adapt to meet the future.	strong=UG;positive=UG;suppressed=U	NEEDS-EVIDENCE	NEEDS-EVIDENCE	LOW	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: engineered possibility | living adaptation | ["philosophical-preference"]	Concept only: living adaptation. No current scoring effect is retained.	evidence needed	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_B_UB	MISSING	crucible_B_UB#answer-1	crucible	When power is available, do you pay the cost directly or wait until hidden information makes the move safer?	Pay directly	Agency is worth the price when the price keeps your fate yours.	strong=B;positive=B;suppressed=UB	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: direct cost | hidden timing | ["psychographic-or-motivational-inference-risk"]	Concept only: direct cost. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_B_UB	MISSING	crucible_B_UB#answer-2	crucible	When power is available, do you pay the cost directly or wait until hidden information makes the move safer?	Wait in secret	Leverage is strongest when no one sees the hand move.	strong=UB;positive=UB;suppressed=B	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: direct cost | hidden timing | ["psychographic-or-motivational-inference-risk"]	Concept only: hidden timing. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_B_BR	MISSING	crucible_B_BR#answer-1	crucible	Is the cost worth paying because it keeps control, or because it finally releases restraint?	Keep control	The sacrifice matters because it secures agency.	strong=B;positive=B;suppressed=BR	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: controlled cost | unrestrained release | ["psychographic-or-motivational-inference-risk"]	Concept only: controlled cost. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_B_BR	MISSING	crucible_B_BR#answer-2	crucible	Is the cost worth paying because it keeps control, or because it finally releases restraint?	Release restraint	The rupture matters because the pressure has to become real.	strong=BR;positive=BR;suppressed=B	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: controlled cost | unrestrained release | ["psychographic-or-motivational-inference-risk"]	Concept only: unrestrained release. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_B_BG	MISSING	crucible_B_BG#answer-1	crucible	Does the graveyard matter because it belongs to your plan, or because decay feeds the next life?	It belongs to the plan	Death is another resource to convert.	strong=B;positive=B;suppressed=BG	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: graveyard leverage | predatory cycle | ["gameplay-or-deck-behavior","social-behavior"]	Concept only: graveyard leverage. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_B_BG	MISSING	crucible_B_BG#answer-2	crucible	Does the graveyard matter because it belongs to your plan, or because decay feeds the next life?	It feeds the cycle	Death matters because survival keeps returning through decay.	strong=BG;positive=BG;suppressed=B	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: graveyard leverage | predatory cycle | ["gameplay-or-deck-behavior","social-behavior"]	Concept only: predatory cycle. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_B_WB	MISSING	crucible_B_WB#answer-1	crucible	Would you rather own the leverage privately, or bind it into an obligation no one can escape?	Own the leverage	Power protects best when it answers to the self.	strong=B;positive=B;suppressed=WB	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: private sovereignty | binding obligation | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: private sovereignty. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_B_WB	MISSING	crucible_B_WB#answer-2	crucible	Would you rather own the leverage privately, or bind it into an obligation no one can escape?	Bind the obligation	Power lasts when the debt becomes public and enforceable.	strong=WB;positive=WB;suppressed=B	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: private sovereignty | binding obligation | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: binding obligation. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_R_WR	MISSING	crucible_R_WR#answer-1	crucible	Is the urgent action about freeing the honest impulse, or protecting someone from the next blow?	Free the impulse	The action matters because the feeling is true now.	strong=R;positive=R;suppressed=WR	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: honest spark | protective intervention | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: honest spark. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_R_WR	MISSING	crucible_R_WR#answer-2	crucible	Is the urgent action about freeing the honest impulse, or protecting someone from the next blow?	Protect the person	The action matters because harm is already moving toward someone.	strong=WR;positive=WR;suppressed=R	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: honest spark | protective intervention | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: protective intervention. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_R_UR	MISSING	crucible_R_UR#answer-1	crucible	When the spark arrives, do you trust the feeling now or build the test that teaches what it can become?	Trust the feeling now	The first motion is the truth you can act on.	strong=R;positive=R;suppressed=UR	REPLACE	RETUNE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: present impulse | crafted experiment | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: present impulse. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_R_UR	MISSING	crucible_R_UR#answer-2	crucible	When the spark arrives, do you trust the feeling now or build the test that teaches what it can become?	Build the test	The spark becomes useful when the experiment reveals its shape.	strong=UR;positive=UR;suppressed=R	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: present impulse | crafted experiment | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: crafted experiment. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_R_BR	MISSING	crucible_R_BR#answer-1	crucible	Does release matter because it lets you breathe, or because breaking restraint must unsettle the room?	Let me breathe	Freedom is the point; the action does not need pain to prove it.	strong=R;positive=R;suppressed=BR	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: freedom without cruelty | transgressive spectacle | ["psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: freedom without cruelty. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_R_BR	MISSING	crucible_R_BR#answer-2	crucible	Does release matter because it lets you breathe, or because breaking restraint must unsettle the room?	Unsettle the room	The rupture matters when appetite, taboo, or pain becomes impossible to ignore.	strong=BR;positive=BR;suppressed=R	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: freedom without cruelty | transgressive spectacle | ["psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: transgressive spectacle. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_R_RG	MISSING	crucible_R_RG#answer-1	crucible	Is the impulse true because you feel it now, or because the wild body already knows the path?	Because I feel it now	The present feeling is enough to move.	strong=R;positive=R;suppressed=RG	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: emotion as truth | wild instinct | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: emotion as truth. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_R_RG	MISSING	crucible_R_RG#answer-2	crucible	Is the impulse true because you feel it now, or because the wild body already knows the path?	Because the wild knows	Instinct, force, and primal belonging know before permission arrives.	strong=RG;positive=RG;suppressed=R	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: emotion as truth | wild instinct | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: wild instinct. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_G_WG	MISSING	crucible_G_WG#answer-1	crucible	Does belonging begin with accepting natural place, or with a community choosing to hold together?	Natural place	The living thing belongs by becoming what it already is.	strong=G;positive=G;suppressed=WG	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: natural belonging | communal belonging | ["social-behavior"]	Concept only: natural belonging. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_G_WG	MISSING	crucible_G_WG#answer-2	crucible	Does belonging begin with accepting natural place, or with a community choosing to hold together?	Shared community	Belonging becomes real when the group chooses care together.	strong=WG;positive=WG;suppressed=G	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: natural belonging | communal belonging | ["social-behavior"]	Concept only: communal belonging. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_G_UG	MISSING	crucible_G_UG#answer-1	crucible	Should growth unfold from inherent nature, or should the living form be deliberately adapted?	Let it unfold	The seed already knows its shape; give it roots and time.	strong=G;positive=G;suppressed=UG	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: inherent growth | living adaptation | ["philosophical-preference"]	Concept only: inherent growth. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_G_UG	MISSING	crucible_G_UG#answer-2	crucible	Should growth unfold from inherent nature, or should the living form be deliberately adapted?	Adapt the organism	Survival may require changing the living form.	strong=UG;positive=UG;suppressed=G	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: inherent growth | living adaptation | ["philosophical-preference"]	Concept only: living adaptation. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_G_BG	MISSING	crucible_G_BG#answer-1	crucible	Does the cycle matter because life grows in season, or because the discarded can be reclaimed?	Trust the living season	Flourishing returns through roots, pace, and natural renewal.	strong=G;positive=G;suppressed=BG	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: life cycle without extraction | reclamation first | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference"]	Concept only: life cycle without extraction. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_G_BG	MISSING	crucible_G_BG#answer-2	crucible	Does the cycle matter because life grows in season, or because the discarded can be reclaimed?	Reclaim the remains	Survival starts with what collapse left behind.	strong=BG;positive=BG;suppressed=G	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: life cycle without extraction | reclamation first | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference"]	Concept only: reclamation first. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_G_RG	MISSING	crucible_G_RG#answer-1	crucible	Does instinct ask for patient flourishing, or for wild refusal against the cage?	Root and grow	Instinct is old enough to wait, deepen, and become strong.	strong=G;positive=G;suppressed=RG	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: patient instinct | wild force | ["abstract-scenario-preference"]	Concept only: patient instinct. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_G_RG	MISSING	crucible_G_RG#answer-2	crucible	Does instinct ask for patient flourishing, or for wild refusal against the cage?	Break the cage	The wild body knows constraint must be thrown off.	strong=RG;positive=RG;suppressed=G	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: patient instinct | wild force | ["abstract-scenario-preference"]	Concept only: wild force. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_WU_WG	MISSING	crucible_WU_WG#answer-1	crucible	Does peace come first from a fair system everyone follows, or from a shared identity people willingly join?	Fair system	Peace needs enforceable process.	strong=WU;positive=WU;suppressed=WG	RETUNE	NEEDS-EVIDENCE	MEDIUM	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: law before belonging | belonging before law | ["social-behavior","philosophical-preference"]	Concept only: law before belonging. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_WU_WG	MISSING	crucible_WU_WG#answer-2	crucible	Does peace come first from a fair system everyone follows, or from a shared identity people willingly join?	Shared identity	Peace needs belonging before compliance.	strong=WG;positive=WG;suppressed=WU	RETUNE	NEEDS-EVIDENCE	MEDIUM	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: law before belonging | belonging before law | ["social-behavior","philosophical-preference"]	Concept only: belonging before law. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_WU_WR	MISSING	crucible_WU_WR#answer-1	crucible	When process is too slow to prevent harm, is acting outside it a failure or a duty?	A dangerous failure	Exceptions become precedents.	strong=WU;positive=WU;suppressed=WR	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: anti-exception process | urgent protection | ["social-behavior"]	Concept only: anti-exception process. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_WU_WR	MISSING	crucible_WU_WR#answer-2	crucible	When process is too slow to prevent harm, is acting outside it a failure or a duty?	A moral duty	Protection cannot wait for paperwork.	strong=WR;positive=WR;suppressed=WU	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	MEDIUM	Broad Gate routing; authored signals: anti-exception process | urgent protection | ["social-behavior"]	Concept only: urgent protection. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	crucible_WU_WB	MISSING	crucible_WU_WB#answer-1	crucible	Is a contract sacred because it is fair, or because it creates power that can be collected?	Because it is fair	The rule should bind everyone impartially.	strong=WU;positive=WU;suppressed=WB	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	LOW-MEDIUM	Broad Gate routing; authored signals: impartial law | collectible obligation | ["aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: impartial law. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
