question_id,phase,exact_prompt,answer_identifiers_or_missing_status,intended_construct,actual_dimensions_tested,commander_relevance,wording_clarity,abstraction_burden,double_barreled_status,desirability_or_steering_risk,lore_dependence,mood_dependence,answer_overlap,repeated_signal_group,correlated_signal_group,uncertainty_representation,false_positive_risk,false_negative_risk,scoring_consistency,explanation_consistency,evidence_authority,final_disposition,remediation_implication
crucible_G_RG,crucible,"Does instinct ask for patient flourishing, or for wild refusal against the cage?","[""MISSING:crucible_G_RG#answer-1"",""MISSING:crucible_G_RG#answer-2""]",Broad Gate routing; authored signals: patient instinct | wild force,"[""abstract-scenario-preference""]",LOW,LOW,HIGH,NO,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0,"[""growth-and-nature"",""uncontrolled-editorial-construct""]",overlapping:growth-and-nature+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_WU_WG,crucible,"Does peace come first from a fair system everyone follows, or from a shared identity people willingly join?","[""MISSING:crucible_WU_WG#answer-1"",""MISSING:crucible_WU_WG#answer-2""]",Broad Gate routing; authored signals: law before belonging | belonging before law,"[""social-behavior"",""philosophical-preference""]",MEDIUM,MEDIUM,MEDIUM,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.182,"[""procedure-and-order""]",procedure-and-order,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_WU_WR,crucible,"When process is too slow to prevent harm, is acting outside it a failure or a duty?","[""MISSING:crucible_WU_WR#answer-1"",""MISSING:crucible_WU_WR#answer-2""]",Broad Gate routing; authored signals: anti-exception process | urgent protection,"[""social-behavior""]",LOW,LOW,HIGH,NO,MEDIUM,NOT-EXPLICIT,PRESENT,0,"[""uncontrolled-editorial-construct"",""protection-and-duty""]",overlapping:uncontrolled-editorial-construct+protection-and-duty,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_WU_WB,crucible,"Is a contract sacred because it is fair, or because it creates power that can be collected?","[""MISSING:crucible_WU_WB#answer-1"",""MISSING:crucible_WU_WB#answer-2""]",Broad Gate routing; authored signals: impartial law | collectible obligation,"[""aesthetic-or-narrative-preference"",""philosophical-preference""]",MEDIUM,MEDIUM-HIGH,LOW,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.167,"[""procedure-and-order"",""uncontrolled-editorial-construct""]",overlapping:procedure-and-order+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_UB_WB,crucible,"Would you rather hold hidden information no one knows you have, or visible obligation no one can escape?","[""MISSING:crucible_UB_WB#answer-1"",""MISSING:crucible_UB_WB#answer-2""]",Broad Gate routing; authored signals: secret power | ledger power,"[""social-behavior""]",LOW,LOW,HIGH,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0,"[""agency-and-leverage""]",agency-and-leverage,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_UR_PRISMARI,crucible,"Does the lightning matter because you can explain how it works, or because it makes everyone feel the storm?","[""MISSING:crucible_UR_PRISMARI#answer-1"",""MISSING:crucible_UR_PRISMARI#answer-2""]",Broad Gate routing; authored signals: mechanism first | expression first,"[""psychographic-or-motivational-inference-risk""]",MEDIUM,MEDIUM,LOW,YES,MEDIUM,NOT-EXPLICIT,PRESENT,0.25,"[""experiment-and-invention"",""expression-and-performance""]",overlapping:experiment-and-invention+expression-and-performance,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_UG_QUANDRIX,crucible,"Do you trust adaptation in the living body, or the abstract pattern beneath the body?","[""MISSING:crucible_UG_QUANDRIX#answer-1"",""MISSING:crucible_UG_QUANDRIX#answer-2""]",Broad Gate routing; authored signals: biology first | pattern first,"[""social-behavior""]",MEDIUM,MEDIUM-HIGH,LOW,NO,MEDIUM,NOT-EXPLICIT,PRESENT,0.071,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,KEEP-BUT-REWORD,Preserve only the bounded construct; simplify wording and add uncertainty handling before pilot.
crucible_BG_WITHERBLOOM,crucible,"Does decay matter most because it lets the discarded survive, or because it reveals how vitality works?","[""MISSING:crucible_BG_WITHERBLOOM#answer-1"",""MISSING:crucible_BG_WITHERBLOOM#answer-2""]",Broad Gate routing; authored signals: reclamation first | essence first,"[""gameplay-or-deck-behavior""]",HIGH,MEDIUM-HIGH,LOW,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.083,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_WR_LOREHOLD,crucible,"Do you charge to protect the present, or dig up the past before repeating its mistake?","[""MISSING:crucible_WR_LOREHOLD#answer-1"",""MISSING:crucible_WR_LOREHOLD#answer-2""]",Broad Gate routing; authored signals: present protection | past evidence,"[""social-behavior""]",MEDIUM,MEDIUM-HIGH,LOW,NO,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.071,"[""protection-and-duty"",""history-and-memory""]",overlapping:protection-and-duty+history-and-memory,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,NEEDS-EVIDENCE,Establish evidence and falsification contracts before deciding whether to retain.
crucible_WB_SILVERQUILL,crucible,"Does social power become real through binding obligation, or through words sharp enough to change perception?","[""MISSING:crucible_WB_SILVERQUILL#answer-1"",""MISSING:crucible_WB_SILVERQUILL#answer-2""]",Broad Gate routing; authored signals: ledger speech | rhetorical power,"[""social-behavior""]",LOW,LOW,HIGH,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.111,"[""uncontrolled-editorial-construct"",""agency-and-leverage""]",overlapping:uncontrolled-editorial-construct+agency-and-leverage,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_PRISMARI_QUANDRIX,crucible,"When a pattern is correct but lifeless, do you prove it more carefully or make it land as an experience?","[""MISSING:crucible_PRISMARI_QUANDRIX#answer-1"",""MISSING:crucible_PRISMARI_QUANDRIX#answer-2""]",Broad Gate routing; authored signals: expression as proof | model as proof,"[""social-behavior""]",HIGH,LOW,HIGH,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.214,"[""expression-and-performance"",""uncontrolled-editorial-construct""]",overlapping:expression-and-performance+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_PRISMARI_SILVERQUILL,crucible,"When language can move a room, should it become a precise argument, a public performance, or an elemental spectacle?","[""MISSING:crucible_PRISMARI_SILVERQUILL#answer-1"",""MISSING:crucible_PRISMARI_SILVERQUILL#answer-2""]",Broad Gate routing; authored signals: expressive performance | rhetorical influence,"[""social-behavior"",""aesthetic-or-narrative-preference""]",LOW,LOW,HIGH,YES,MEDIUM,NOT-EXPLICIT,PRESENT,0.222,"[""expression-and-performance"",""uncontrolled-editorial-construct""]",overlapping:expression-and-performance+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_LOREHOLD_QUANDRIX,crucible,"When a mystery has both an elegant theory and an old artifact record, which one leads your next move?","[""MISSING:crucible_LOREHOLD_QUANDRIX#answer-1"",""MISSING:crucible_LOREHOLD_QUANDRIX#answer-2""]",Broad Gate routing; authored signals: material history | abstract proof,"[""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference"",""lore-or-setting-proxy""]",MEDIUM,MEDIUM-HIGH,MEDIUM,YES,LOW-MEDIUM,PRESENT,NOT-EXPLICIT,0.105,"[""history-and-memory"",""uncontrolled-editorial-construct""]",overlapping:history-and-memory+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_QUANDRIX_WITHERBLOOM,crucible,A living system behaves strangely. Do you trust the equation beneath it or the messy exchange of life and death?,"[""MISSING:crucible_QUANDRIX_WITHERBLOOM#answer-1"",""MISSING:crucible_QUANDRIX_WITHERBLOOM#answer-2""]",Broad Gate routing; authored signals: abstract pattern | embodied essence,"[""social-behavior""]",MEDIUM,MEDIUM,LOW,YES,MEDIUM,NOT-EXPLICIT,PRESENT,0.235,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_BR_RG,crucible,"Is the honest rupture a performance that exposes the lie, or a refusal to be domesticated at all?","[""MISSING:crucible_BR_RG#answer-1"",""MISSING:crucible_BR_RG#answer-2""]",Broad Gate routing; authored signals: transgressive theater | wild refusal,"[""psychographic-or-motivational-inference-risk""]",LOW,LOW,HIGH,YES,MEDIUM,NOT-EXPLICIT,PRESENT,0,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_BANT_ESPER,crucible,"Should order protect a living community, or perfect a designed system?","[""MISSING:crucible_BANT_ESPER#answer-1"",""MISSING:crucible_BANT_ESPER#answer-2""]",Broad Gate routing; authored signals: living communal order | designed perfectibility,"[""social-behavior"",""philosophical-preference""]",MEDIUM,MEDIUM-HIGH,LOW,NO,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.217,"[""procedure-and-order"",""uncontrolled-editorial-construct""]",overlapping:procedure-and-order+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,NEEDS-EVIDENCE,Establish evidence and falsification contracts before deciding whether to retain.
crucible_ESPER_GRIXIS,crucible,"Does information matter most because it perfects the system, or because it reveals the weakness that lets you survive?","[""MISSING:crucible_ESPER_GRIXIS#answer-1"",""MISSING:crucible_ESPER_GRIXIS#answer-2""]",Broad Gate routing; authored signals: information as optimization | information as survival leverage,"[""abstract-scenario-preference""]",LOW,LOW,HIGH,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.176,"[""knowledge-and-deliberation""]",knowledge-and-deliberation,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_GRIXIS_JUND,crucible,"When pressure rises, do you calculate the survival leverage or follow the gut that refuses restraint?","[""MISSING:crucible_GRIXIS_JUND#answer-1"",""MISSING:crucible_GRIXIS_JUND#answer-2""]",Broad Gate routing; authored signals: calculated survival | gut-instinct appetite,"[""psychographic-or-motivational-inference-risk""]",LOW,LOW,HIGH,YES,MEDIUM,NOT-EXPLICIT,PRESENT,0.19,"[""uncontrolled-editorial-construct"",""growth-and-nature""]",overlapping:uncontrolled-editorial-construct+growth-and-nature,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_JUND_NAYA,crucible,"Is instinct true because appetite and consequence are real, or because the living whole already knows how to grow?","[""MISSING:crucible_JUND_NAYA#answer-1"",""MISSING:crucible_JUND_NAYA#answer-2""]",Broad Gate routing; authored signals: instinct as appetite | instinct as living abundance,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]",MEDIUM,MEDIUM,LOW,YES,MEDIUM,NOT-EXPLICIT,PRESENT,0.158,"[""growth-and-nature""]",growth-and-nature,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_NAYA_BANT,crucible,"Should the group follow the larger living world, or support one honorable line of action?","[""MISSING:crucible_NAYA_BANT#answer-1"",""MISSING:crucible_NAYA_BANT#answer-2""]",Broad Gate routing; authored signals: living-world abundance | supported champion,"[""social-behavior"",""philosophical-preference""]",MEDIUM,MEDIUM-HIGH,LOW,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.083,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_ABZAN_MARDU,crucible,"When the house is under pressure, do you outlast for the generations, or charge before the opening closes?","[""MISSING:crucible_ABZAN_MARDU#answer-1"",""MISSING:crucible_ABZAN_MARDU#answer-2""]",Broad Gate routing; authored signals: family endurance | war-bound speed,"[""lore-or-setting-proxy""]",MEDIUM,MEDIUM,LOW,YES,MEDIUM,PRESENT,PRESENT,0.087,"[""uncontrolled-editorial-construct"",""speed-and-action""]",overlapping:uncontrolled-editorial-construct+speed-and-action,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_ABZAN_SULTAI,crucible,"Do the dead bind you to preserve the house, or become material that can be converted into power?","[""MISSING:crucible_ABZAN_SULTAI#answer-1"",""MISSING:crucible_ABZAN_SULTAI#answer-2""]",Broad Gate routing; authored signals: ancestor continuity | ruthless conversion,"[""social-behavior"",""lore-or-setting-proxy""]",LOW,LOW,HIGH,YES,LOW-MEDIUM,PRESENT,NOT-EXPLICIT,0.091,"[""history-and-memory"",""uncontrolled-editorial-construct""]",overlapping:history-and-memory+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_TEMUR_SULTAI,crucible,"Does survival begin by listening to the wild signal, or by converting every available resource?","[""MISSING:crucible_TEMUR_SULTAI#answer-1"",""MISSING:crucible_TEMUR_SULTAI#answer-2""]",Broad Gate routing; authored signals: attuned survival | calculated conversion,"[""lore-or-setting-proxy""]",LOW,LOW,HIGH,YES,LOW-MEDIUM,PRESENT,NOT-EXPLICIT,0.083,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_TEMUR_MARDU,crucible,"Do you wait for the wild signal, or move in formation before hesitation breaks the opening?","[""MISSING:crucible_TEMUR_MARDU#answer-1"",""MISSING:crucible_TEMUR_MARDU#answer-2""]",Broad Gate routing; authored signals: survival by listening | coordinated immediate action,"[""abstract-scenario-preference""]",MEDIUM,MEDIUM-HIGH,LOW,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.045,"[""uncontrolled-editorial-construct"",""speed-and-action""]",overlapping:uncontrolled-editorial-construct+speed-and-action,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_JESKAI_MARDU,crucible,"Should the action wait for trained insight, or take the opening before thought slows the field?","[""MISSING:crucible_JESKAI_MARDU#answer-1"",""MISSING:crucible_JESKAI_MARDU#answer-2""]",Broad Gate routing; authored signals: disciplined action | immediate commitment,"[""philosophical-preference""]",MEDIUM,MEDIUM-HIGH,LOW,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.042,"[""speed-and-action""]",speed-and-action,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_JESKAI_SULTAI,crucible,"Does insight become trained action, or private advantage converted from secrets and costs?","[""MISSING:crucible_JESKAI_SULTAI#answer-1"",""MISSING:crucible_JESKAI_SULTAI#answer-2""]",Broad Gate routing; authored signals: insight through discipline | insight as conversion,"[""social-behavior"",""philosophical-preference""]",LOW,LOW,HIGH,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.053,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_JESKAI_TEMUR,crucible,"Is the truth found through disciplined practice, or through listening to land, body, and old memory?","[""MISSING:crucible_JESKAI_TEMUR#answer-1"",""MISSING:crucible_JESKAI_TEMUR#answer-2""]",Broad Gate routing; authored signals: monastic training | wild attunement,"[""philosophical-preference""]",LOW,LOW,HIGH,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.095,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_YORE_GLINT,crucible,"Should the answer outbuild natural limits, or move through appetite, adaptation, and volatility without imposed order?","[""MISSING:crucible_YORE_GLINT#answer-1"",""MISSING:crucible_YORE_GLINT#answer-2""]",Broad Gate routing; authored signals: constructed agency | living volatility,"[""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference"",""philosophical-preference""]",MEDIUM,MEDIUM,LOW,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.15,"[""agency-and-leverage"",""uncontrolled-editorial-construct""]",overlapping:agency-and-leverage+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
crucible_GLINT_DUNE,crucible,"Does the answer become through living volatility, or take ground through immediate organized force?","[""MISSING:crucible_GLINT_DUNE#answer-1"",""MISSING:crucible_GLINT_DUNE#answer-2""]",Broad Gate routing; authored signals: adaptive volatility | territorial force,"[""psychographic-or-motivational-inference-risk""]",LOW,LOW,HIGH,YES,MEDIUM,NOT-EXPLICIT,PRESENT,0.04,"[""growth-and-nature"",""uncontrolled-editorial-construct""]",overlapping:growth-and-nature+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_DUNE_INK,crucible,"Is the answer trying to take and hold ground, or protect a shared good from private capture?","[""MISSING:crucible_DUNE_INK#answer-1"",""MISSING:crucible_DUNE_INK#answer-2""]",Broad Gate routing; authored signals: organized force | guarded commons,"[""social-behavior"",""philosophical-preference""]",LOW,LOW,HIGH,YES,MEDIUM,NOT-EXPLICIT,PRESENT,0.043,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_INK_WITCH,crucible,"Should the answer keep the commons open, or cultivate a protected position until it becomes inevitable?","[""MISSING:crucible_INK_WITCH#answer-1"",""MISSING:crucible_INK_WITCH#answer-2""]",Broad Gate routing; authored signals: protected commons | patient accumulation,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]",HIGH,LOW,HIGH,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.048,"[""protection-and-duty"",""uncontrolled-editorial-construct""]",overlapping:protection-and-duty+uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",HIGH,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,REPLACE,Do not carry into the first pilot without a new evidence-derived construct and representational-failure option.
crucible_WITCH_YORE,crucible,"Does the answer grow a protected position into inevitability, or engineer a way past natural limits?","[""MISSING:crucible_WITCH_YORE#answer-1"",""MISSING:crucible_WITCH_YORE#answer-2""]",Broad Gate routing; authored signals: cultivated inevitability | engineered intervention,"[""social-behavior"",""aesthetic-or-narrative-preference""]",MEDIUM,MEDIUM-HIGH,LOW,YES,LOW-MEDIUM,NOT-EXPLICIT,NOT-EXPLICIT,0.087,"[""uncontrolled-editorial-construct""]",uncontrolled-editorial-construct,"ABSENT: no explicit unknown, unsure, neutral, neither, mixed, or depends answer",MEDIUM,HIGH when the player is mixed/uncertain; no non-directional state exists,UNVALIDATED effect-count spread 0,UNVALIDATED: signal text is expanded by shared templates without per-claim entailment,No answer-level source or claim reference in the live model; editorial interpretation only,RETUNE,"Separate constructs, normalize effects, add stable answer IDs/provenance, and retest neighboring identities."
