question_id,phase,answer_id,audit_answer_id,exact_title,exact_copy,authored_signal,intended_construct,actual_dimensions_tested,positive_identities,strong_positive_identities,suppressed_identities,uncertainty_representation,evidence_authority,final_disposition,remediation_implication
crucible_U_UB,crucible,MISSING,crucible_U_UB#answer-2,Keep it unseen,Information is strongest when it becomes hidden leverage.,knowledge as secrecy,knowledge-and-deliberation,"[""philosophical-preference""]","[""UB""]","[""UB""]","[""U""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_U_UR,crucible,MISSING,crucible_U_UR#answer-1,Wait for the model,A better prediction prevents a wasted breakthrough.,predictive patience,experiment-and-invention,"[""social-behavior""]","[""U""]","[""U""]","[""UR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_U_UR,crucible,MISSING,crucible_U_UR#answer-2,Fire the prototype,The experiment has to move before the answer appears.,experimental spark,experiment-and-invention,"[""social-behavior""]","[""UR""]","[""UR""]","[""U""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_U_UG,crucible,MISSING,crucible_U_UG#answer-1,Refine the model,"Improve the tool, plan, and knowledge before changing the body.",engineered possibility,knowledge-and-deliberation,"[""philosophical-preference""]","[""U""]","[""U""]","[""UG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_U_UG,crucible,MISSING,crucible_U_UG#answer-2,Alter the organism,The living form must adapt to meet the future.,living adaptation,growth-and-nature,"[""abstract-scenario-preference""]","[""UG""]","[""UG""]","[""U""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_B_UB,crucible,MISSING,crucible_B_UB#answer-1,Pay directly,Agency is worth the price when the price keeps your fate yours.,direct cost,knowledge-and-deliberation,"[""psychographic-or-motivational-inference-risk""]","[""B""]","[""B""]","[""UB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_B_UB,crucible,MISSING,crucible_B_UB#answer-2,Wait in secret,Leverage is strongest when no one sees the hand move.,hidden timing,knowledge-and-deliberation,"[""abstract-scenario-preference""]","[""UB""]","[""UB""]","[""B""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_B_BR,crucible,MISSING,crucible_B_BR#answer-1,Keep control,The sacrifice matters because it secures agency.,controlled cost,agency-and-leverage,"[""psychographic-or-motivational-inference-risk""]","[""B""]","[""B""]","[""BR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_B_BR,crucible,MISSING,crucible_B_BR#answer-2,Release restraint,The rupture matters because the pressure has to become real.,unrestrained release,agency-and-leverage,"[""abstract-scenario-preference""]","[""BR""]","[""BR""]","[""B""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_B_BG,crucible,MISSING,crucible_B_BG#answer-1,It belongs to the plan,Death is another resource to convert.,graveyard leverage,community-and-belonging,"[""gameplay-or-deck-behavior"",""social-behavior""]","[""B""]","[""B""]","[""BG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_B_BG,crucible,MISSING,crucible_B_BG#answer-2,It feeds the cycle,Death matters because survival keeps returning through decay.,predatory cycle,community-and-belonging,"[""gameplay-or-deck-behavior"",""social-behavior""]","[""BG""]","[""BG""]","[""B""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_B_WB,crucible,MISSING,crucible_B_WB#answer-1,Own the leverage,Power protects best when it answers to the self.,private sovereignty,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""B""]","[""B""]","[""WB""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_B_WB,crucible,MISSING,crucible_B_WB#answer-2,Bind the obligation,Power lasts when the debt becomes public and enforceable.,binding obligation,agency-and-leverage,"[""social-behavior""]","[""WB""]","[""WB""]","[""B""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_R_WR,crucible,MISSING,crucible_R_WR#answer-1,Free the impulse,The action matters because the feeling is true now.,honest spark,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""R""]","[""R""]","[""WR""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_R_WR,crucible,MISSING,crucible_R_WR#answer-2,Protect the person,The action matters because harm is already moving toward someone.,protective intervention,protection-and-duty,"[""social-behavior""]","[""WR""]","[""WR""]","[""R""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_R_UR,crucible,MISSING,crucible_R_UR#answer-1,Trust the feeling now,The first motion is the truth you can act on.,present impulse,experiment-and-invention,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""R""]","[""R""]","[""UR""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_R_UR,crucible,MISSING,crucible_R_UR#answer-2,Build the test,The spark becomes useful when the experiment reveals its shape.,crafted experiment,experiment-and-invention,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""UR""]","[""UR""]","[""R""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_R_BR,crucible,MISSING,crucible_R_BR#answer-1,Let me breathe,Freedom is the point; the action does not need pain to prove it.,freedom without cruelty,speed-and-action,"[""philosophical-preference""]","[""R""]","[""R""]","[""BR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_R_BR,crucible,MISSING,crucible_R_BR#answer-2,Unsettle the room,"The rupture matters when appetite, taboo, or pain becomes impossible to ignore.",transgressive spectacle,expression-and-performance,"[""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""BR""]","[""BR""]","[""R""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_R_RG,crucible,MISSING,crucible_R_RG#answer-1,Because I feel it now,The present feeling is enough to move.,emotion as truth,expression-and-performance,"[""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""R""]","[""R""]","[""RG""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_R_RG,crucible,MISSING,crucible_R_RG#answer-2,Because the wild knows,"Instinct, force, and primal belonging know before permission arrives.",wild instinct,community-and-belonging,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""RG""]","[""RG""]","[""R""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_G_WG,crucible,MISSING,crucible_G_WG#answer-1,Natural place,The living thing belongs by becoming what it already is.,natural belonging,community-and-belonging,"[""social-behavior""]","[""G""]","[""G""]","[""WG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_G_WG,crucible,MISSING,crucible_G_WG#answer-2,Shared community,Belonging becomes real when the group chooses care together.,communal belonging,community-and-belonging,"[""social-behavior""]","[""WG""]","[""WG""]","[""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_G_UG,crucible,MISSING,crucible_G_UG#answer-1,Let it unfold,The seed already knows its shape; give it roots and time.,inherent growth,knowledge-and-deliberation,"[""philosophical-preference""]","[""G""]","[""G""]","[""UG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_G_UG,crucible,MISSING,crucible_G_UG#answer-2,Adapt the organism,Survival may require changing the living form.,living adaptation,knowledge-and-deliberation,"[""philosophical-preference""]","[""UG""]","[""UG""]","[""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_G_BG,crucible,MISSING,crucible_G_BG#answer-1,Trust the living season,"Flourishing returns through roots, pace, and natural renewal.",life cycle without extraction,decay-and-renewal,"[""gameplay-or-deck-behavior"",""social-behavior""]","[""G""]","[""G""]","[""BG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_G_BG,crucible,MISSING,crucible_G_BG#answer-2,Reclaim the remains,Survival starts with what collapse left behind.,reclamation first,expression-and-performance,"[""gameplay-or-deck-behavior"",""aesthetic-or-narrative-preference""]","[""BG""]","[""BG""]","[""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_G_RG,crucible,MISSING,crucible_G_RG#answer-1,Root and grow,"Instinct is old enough to wait, deepen, and become strong.",patient instinct,growth-and-nature,"[""abstract-scenario-preference""]","[""G""]","[""G""]","[""RG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_G_RG,crucible,MISSING,crucible_G_RG#answer-2,Break the cage,The wild body knows constraint must be thrown off.,wild force,growth-and-nature,"[""abstract-scenario-preference""]","[""RG""]","[""RG""]","[""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WU_WG,crucible,MISSING,crucible_WU_WG#answer-1,Fair system,Peace needs enforceable process.,law before belonging,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""WU""]","[""WU""]","[""WG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WU_WG,crucible,MISSING,crucible_WU_WG#answer-2,Shared identity,Peace needs belonging before compliance.,belonging before law,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""WG""]","[""WG""]","[""WU""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WU_WR,crucible,MISSING,crucible_WU_WR#answer-1,A dangerous failure,Exceptions become precedents.,anti-exception process,procedure-and-order,"[""social-behavior""]","[""WU""]","[""WU""]","[""WR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WU_WR,crucible,MISSING,crucible_WU_WR#answer-2,A moral duty,Protection cannot wait for paperwork.,urgent protection,protection-and-duty,"[""social-behavior""]","[""WR""]","[""WR""]","[""WU""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WU_WB,crucible,MISSING,crucible_WU_WB#answer-1,Because it is fair,The rule should bind everyone impartially.,impartial law,procedure-and-order,"[""aesthetic-or-narrative-preference"",""philosophical-preference""]","[""WU""]","[""WU""]","[""WB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WU_WB,crucible,MISSING,crucible_WU_WB#answer-2,Because it creates power,The obligation is the relationship.,collectible obligation,agency-and-leverage,"[""abstract-scenario-preference""]","[""WB""]","[""WB""]","[""WU""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_UB_WB,crucible,MISSING,crucible_UB_WB#answer-1,Hidden information,Unseen leverage is safest.,secret power,knowledge-and-deliberation,"[""abstract-scenario-preference""]","[""UB""]","[""UB""]","[""WB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_UB_WB,crucible,MISSING,crucible_UB_WB#answer-2,Visible obligation,A public debt can shape generations.,ledger power,knowledge-and-deliberation,"[""social-behavior""]","[""WB""]","[""WB""]","[""UB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_UR_PRISMARI,crucible,MISSING,crucible_UR_PRISMARI#answer-1,How it works,The mechanism is the marvel.,mechanism first,experiment-and-invention,"[""psychographic-or-motivational-inference-risk""]","[""UR""]","[""UR""]","[""PRISMARI""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_UR_PRISMARI,crucible,MISSING,crucible_UR_PRISMARI#answer-2,How it lands,The experience is the proof.,expression first,expression-and-performance,"[""psychographic-or-motivational-inference-risk""]","[""PRISMARI""]","[""PRISMARI""]","[""UR""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_UG_QUANDRIX,crucible,MISSING,crucible_UG_QUANDRIX#answer-1,Living adaptation,Change the organism to meet the world.,biology first,growth-and-nature,"[""social-behavior""]","[""UG""]","[""UG""]","[""QUANDRIX""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_UG_QUANDRIX,crucible,MISSING,crucible_UG_QUANDRIX#answer-2,Abstract pattern,Understand the equation and reality follows.,pattern first,growth-and-nature,"[""social-behavior""]","[""QUANDRIX""]","[""QUANDRIX""]","[""UG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_BG_WITHERBLOOM,crucible,MISSING,crucible_BG_WITHERBLOOM#answer-1,Survival from discard,The rot feeds the undercity.,reclamation first,decay-and-renewal,"[""gameplay-or-deck-behavior""]","[""BG""]","[""BG""]","[""WITHERBLOOM""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_BG_WITHERBLOOM,crucible,MISSING,crucible_BG_WITHERBLOOM#answer-2,Vitality exchange,The bog is a living laboratory.,essence first,decay-and-renewal,"[""gameplay-or-deck-behavior""]","[""WITHERBLOOM""]","[""WITHERBLOOM""]","[""BG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WR_LOREHOLD,crucible,MISSING,crucible_WR_LOREHOLD#answer-1,Protect the present,The person in front of you needs action.,present protection,protection-and-duty,"[""social-behavior""]","[""WR""]","[""WR""]","[""LOREHOLD""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WR_LOREHOLD,crucible,MISSING,crucible_WR_LOREHOLD#answer-2,Ask the past,The warning may already be buried.,past evidence,protection-and-duty,"[""social-behavior""]","[""LOREHOLD""]","[""LOREHOLD""]","[""WR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WB_SILVERQUILL,crucible,MISSING,crucible_WB_SILVERQUILL#answer-1,Binding obligation,The relationship is the debt.,ledger speech,agency-and-leverage,"[""social-behavior""]","[""WB""]","[""WB""]","[""SILVERQUILL""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_WB_SILVERQUILL,crucible,MISSING,crucible_WB_SILVERQUILL#answer-2,Sharp words,Perception is the battlefield.,rhetorical power,agency-and-leverage,"[""social-behavior""]","[""SILVERQUILL""]","[""SILVERQUILL""]","[""WB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_PRISMARI_QUANDRIX,crucible,MISSING,crucible_PRISMARI_QUANDRIX#answer-1,Make it land,The proof matters when it becomes an unforgettable experience.,expression as proof,expression-and-performance,"[""social-behavior""]","[""PRISMARI""]","[""PRISMARI""]","[""QUANDRIX""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_PRISMARI_QUANDRIX,crucible,MISSING,crucible_PRISMARI_QUANDRIX#answer-2,Prove the model,The experience matters after the pattern is understood.,model as proof,decay-and-renewal,"[""abstract-scenario-preference""]","[""QUANDRIX""]","[""QUANDRIX""]","[""PRISMARI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_PRISMARI_SILVERQUILL,crucible,MISSING,crucible_PRISMARI_SILVERQUILL#answer-1,Elemental performance,"Move the room through art, scale, emotion, and spectacle.",expressive performance,expression-and-performance,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""PRISMARI""]","[""PRISMARI""]","[""SILVERQUILL""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_PRISMARI_SILVERQUILL,crucible,MISSING,crucible_PRISMARI_SILVERQUILL#answer-2,Precise argument,Move the room through words sharp enough to change perception.,rhetorical influence,expression-and-performance,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""SILVERQUILL""]","[""SILVERQUILL""]","[""PRISMARI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_LOREHOLD_QUANDRIX,crucible,MISSING,crucible_LOREHOLD_QUANDRIX#answer-1,The artifact record,"Follow the relic, the ruin, and the primary-source trace.",material history,expression-and-performance,"[""aesthetic-or-narrative-preference"",""lore-or-setting-proxy""]","[""LOREHOLD""]","[""LOREHOLD""]","[""QUANDRIX""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_LOREHOLD_QUANDRIX,crucible,MISSING,crucible_LOREHOLD_QUANDRIX#answer-2,The elegant model,Follow the hidden pattern until the whole system explains itself.,abstract proof,expression-and-performance,"[""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""QUANDRIX""]","[""QUANDRIX""]","[""LOREHOLD""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_QUANDRIX_WITHERBLOOM,crucible,MISSING,crucible_QUANDRIX_WITHERBLOOM#answer-1,The equation,The living system is clearest when its hidden pattern is proven.,abstract pattern,decay-and-renewal,"[""social-behavior""]","[""QUANDRIX""]","[""QUANDRIX""]","[""WITHERBLOOM""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_QUANDRIX_WITHERBLOOM,crucible,MISSING,crucible_QUANDRIX_WITHERBLOOM#answer-2,The exchange,"The living system is clearest through bodies, remedies, poisons, and cost.",embodied essence,agency-and-leverage,"[""social-behavior""]","[""WITHERBLOOM""]","[""WITHERBLOOM""]","[""QUANDRIX""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_BR_RG,crucible,MISSING,crucible_BR_RG#answer-1,Expose through performance,Make the lie watch itself burn.,transgressive theater,expression-and-performance,"[""psychographic-or-motivational-inference-risk""]","[""BR""]","[""BR""]","[""RG""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_BR_RG,crucible,MISSING,crucible_BR_RG#answer-2,Refuse domestication,"No stage, no permission, no cage.",wild refusal,expression-and-performance,"[""abstract-scenario-preference""]","[""RG""]","[""RG""]","[""BR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_BANT_ESPER,crucible,MISSING,crucible_BANT_ESPER#answer-1,Protect the living community,The ideal matters because the people and the champion remain answerable to each other.,living communal order,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""BANT""]","[""BANT""]","[""ESPER""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_BANT_ESPER,crucible,MISSING,crucible_BANT_ESPER#answer-2,Perfect the designed system,"The ideal matters because knowledge, structure, and control can optimize the whole.",designed perfectibility,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""ESPER""]","[""ESPER""]","[""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_ESPER_GRIXIS,crucible,MISSING,crucible_ESPER_GRIXIS#answer-1,Perfect the system,"Information becomes design, improvement, and focused control.",information as optimization,knowledge-and-deliberation,"[""abstract-scenario-preference""]","[""ESPER""]","[""ESPER""]","[""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_ESPER_GRIXIS,crucible,MISSING,crucible_ESPER_GRIXIS#answer-2,Find the weakness,Information becomes survival leverage before the opening vanishes.,information as survival leverage,knowledge-and-deliberation,"[""abstract-scenario-preference""]","[""GRIXIS""]","[""GRIXIS""]","[""ESPER""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_GRIXIS_JUND,crucible,MISSING,crucible_GRIXIS_JUND#answer-1,Calculate the leverage,"Survival comes from weakness analysis, information, and urgent agency.",calculated survival,knowledge-and-deliberation,"[""psychographic-or-motivational-inference-risk""]","[""GRIXIS""]","[""GRIXIS""]","[""JUND""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_GRIXIS_JUND,crucible,MISSING,crucible_GRIXIS_JUND#answer-2,Follow the gut,"The honest motion comes from instinct, appetite, and the consequence of being unrestrained.",gut-instinct appetite,agency-and-leverage,"[""psychographic-or-motivational-inference-risk""]","[""JUND""]","[""JUND""]","[""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_JUND_NAYA,crucible,MISSING,crucible_JUND_NAYA#answer-1,Appetite and consequence,"The world answers to instinct, personal need, and survival pressure.",instinct as appetite,growth-and-nature,"[""psychographic-or-motivational-inference-risk""]","[""JUND""]","[""JUND""]","[""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_JUND_NAYA,crucible,MISSING,crucible_JUND_NAYA#answer-2,The living whole,"Instinct belongs to growth, care, ecosystem, and creature bond.",instinct as living abundance,community-and-belonging,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""NAYA""]","[""NAYA""]","[""JUND""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_NAYA_BANT,crucible,MISSING,crucible_NAYA_BANT#answer-1,Follow the living world,"Life, growth, role, place, instinct, and care lead the answer.",living-world abundance,decay-and-renewal,"[""social-behavior"",""philosophical-preference""]","[""NAYA""]","[""NAYA""]","[""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
crucible_NAYA_BANT,crucible,MISSING,crucible_NAYA_BANT#answer-2,Support the worthy line,"Public honor, refinement, and communal backing make the action legitimate.",supported champion,speed-and-action,"[""social-behavior""]","[""BANT""]","[""BANT""]","[""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
